,ID,Definicija
23240,ENG30-01171644-n,"veština ili sport borba sa mač ( naročito upotreba floret , mač ili sablja za postizanje bod u sklad sa niz pravilo ) "
23241,ENG30-01176431-n,bučan tuč u gomila 
23242,ENG30-01177327-n,"odbijanje da prihvatiti neki autoritet , kod ili konvencija "
23243,ENG30-01179707-n,nepokoravanje 
23244,ENG30-01179927-n,odbijanje grupa ljudi da poštovati zakon jer smatrati da jesam zakon nemoralan ( npr . u znak protest protiv diskriminacija ) 
23245,ENG30-01187948-v,lišiti koji kakav neophodan stvar i tako čiji patnja uzrokovati 
23246,ENG30-01188144-v,biti gladan ; biti bez hrana 
23247,ENG30-01193721-v,ispuniti do mera u koji jesam zadovoljan 
23248,ENG30-01194418-v,čiji domaćin biti 
23249,ENG30-01201693-v,žvakati glasno 
23250,ENG30-01202184-n,čin segregacija ili razdvajanje 
23251,ENG30-01202415-n,čin uključivanje rasan ili verski grupa u zajednica 
23252,ENG30-01203703-a,( koristiti se za društvo ) društveno hijerarhijski 
23253,ENG30-01204021-v,zadovoljiti ( žeđ ) 
23254,ENG30-01204055-n,poštovanje formalan pravilo 
23255,ENG30-01208597-n,čin traženje pomoć od koji 
23256,ENG30-01208924-n,koji od različit služba osmišljen da pomoći siromašan i star ljudi i da povećati skrb za deca 
23257,ENG30-01209678-v,ispitati dodir 
23258,ENG30-01212115-v,manipulisati miš na računar 
23259,ENG30-01213702-n,poštovanje tradicija ( posebno u kulturan ili verski pitanje ) 
23260,ENG30-01214171-n,aktivan podrška ; naročito čin zauzimanje i argumentovanje u korist koji ili šta 
23261,ENG30-01214746-n,čin iskren podrška ili podsticanje 
23262,ENG30-01215017-v,osloboditi led 
23263,ENG30-01215036-n,čin sponzorisanje šta ( biti zvanično biti finansijski ) 
23264,ENG30-01215719-n,čin umirivanje ; ponovan zadobijanje čiji poverenje 
23265,ENG30-01216004-v,šta čvrsto držati 
23266,ENG30-01216522-v,šta držati čvrsto i ne ispuštati 
23267,ENG30-01218932-n,čin glorifikovanje ( kao pri obožavanje ) 
23268,ENG30-01219075-n,predstavljanje nešto u idealan svetlo 
23269,ENG30-01219551-n,čin izvršiti radi podrška ponašanje koji se odobravati 
23270,ENG30-01219722-n,"obećavati nagrada neki kao u priča o "" šargarepa na dugačak štap "" "
23271,ENG30-01219893-n,čin govorenje o šta s prezir 
23272,ENG30-01220152-n,čin izražavanje neodobravanje ( naročito sam sebe ) 
23273,ENG30-01220336-n,oštar napad na čiji ličnost ili dobar ime 
23274,ENG30-01220619-n,jak kritika 
23275,ENG30-01221611-n,ponašanje koji jesam namerno neprijateljski 
23276,ENG30-01221790-n,neprijateljski ponašanje koji uzrokovati bes ili ogorčenost 
23277,ENG30-01222328-v,čvrsto zgrabiti 
23278,ENG30-01222485-v,oslobađanje od stisak 
23279,ENG30-01223182-v,prevesti u spiralan oblik 
23280,ENG30-01227908-n,čin pokazivanje poštovanje prema drugi 
23281,ENG30-01231652-v,koristiti nož na šta 
23282,ENG30-01233387-v,pokriti ( kakav površina ) razmazivanje ( kakav supstanca ) preko ona 
23283,ENG30-01233802-n,čin prisustvo 
23284,ENG30-01237415-n,čin kombinovanje u integralan celina 
23285,ENG30-01237897-a,koji jesam uspravan prema sav položaj ili stav 
23286,ENG30-01237901-v,kamo ne uspeti stignuti 
23287,ENG30-01240210-n,čin intervenisanje ( kako biti se posredovati u spor ) 
23288,ENG30-01240432-n,čin posredovanje 
23289,ENG30-01240850-n,neučestvovanje u spor ili rat 
23290,ENG30-01242716-n,miroljubiv otpor prema vlada štrajk glad ili odbijanje saradnja 
23291,ENG30-01243453-n,odbijanje čovek da se podvrgnuti ustanovljen organ ( prvobitno odbijanje rimokatolik da prisustvovati služba anglikanski crkva ) 
23292,ENG30-01245159-n,sistematski uništavanje kakav rasan ili kulturan grupa 
23293,ENG30-01245318-n,čin velik razaranje i gubitak život 
23294,ENG30-01249315-n,formalan čin oslobađanje neki 
23295,ENG30-01249816-n,namerno raspusno i zlonameran uništavanje tuđ imovina 
23296,ENG30-01250101-n,čin popravljanje ili ispravljanje 
23297,ENG30-01250208-n,ispravak putem emendacije - korekcija koji jesam rezultat kritički uređivanje 
23298,ENG30-01250335-n,ubistvo koji jesam izvršiti neki iz podzemlje 
23299,ENG30-01262936-v,odrati koža s šta 
23300,ENG30-01263479-v,ukloniti površinski sloj sa šta 
23301,ENG30-01263711-n,čin regrutiranja - zapošljavanje ljudi za vojska ( ili za posao ili kakav drugi povodom itd . ) 
23302,ENG30-01270199-v,očistiti neki hemijski proces 
23303,ENG30-01270784-v,? cover the interior of ( garments ) 
23304,ENG30-01271936-v,postaviti ivica ( odeća ) drugačiji materijal 
23305,ENG30-01273910-a,mentalan čin koji se u potpunost odvijati u domena um 
23306,ENG30-01279866-v,učiniti tup ili glup 
23307,ENG30-01284271-v,ukloniti spoljni pokrivač ili omotač s šta 
23308,ENG30-01298283-v,pričvrstiti ili postati pričvrstiti za matični reč 
23309,ENG30-01298545-v,prikačiti morfema na matični reč 
23310,ENG30-01302019-v,zadržavati ili sprečiti da otići 
23311,ENG30-01307896-v,"smanjiti nivo zemljište , npr . erozija "
23312,ENG30-01308381-v,staviti nešto natrag na mesto koji pripadati 
23313,ENG30-01313923-v,naći nešto kopanje zemlja 
23314,ENG30-01314573-v,pronaći na računar 
23315,ENG30-01322854-v,ubijati ( životinja ) obično radi hrana 
23316,ENG30-01325536-v,čiji smrt nenameran izazvati 
23317,ENG30-01325774-v,lišiti život 
23318,ENG30-01328012-v,"uzrokovati da ko slučajno ili iznenadno biti uhvatiti , uhvatiti ili u šta upetljati "
23319,ENG30-01339505-v,ukloniti sav odeća ili deo odeća da biti pokazati svoj telo 
23320,ENG30-01350449-v,učiniti silom ; primeniti sila 
23321,ENG30-01355207-a,koji jesam od stenski materijal utisnut u tečan stanje u pukotina između sloj drugi stena 
23322,ENG30-01355378-a,koji se odnositi na magmatski stena koji jesam očvrsnuti ispod zemljin površina ; granit ili diorit ili gabro 
23323,ENG30-01355746-a,"proizvesti erupcija i očvršćavanje na zemljin površina ili blizu ona ; odnositi se na riolit , andesit ili bazalt "
23324,ENG30-01360899-v,sloj malter 
23325,ENG30-01367862-v,pričvrstiti pomoću dugmad 
23326,ENG30-01368597-v,učiniti nešto prav i ispravan 
23327,ENG30-01368863-v,ispružiti ili ispraviti ; vratiti iz kriv položaj 
23328,ENG30-01369346-v,razbiti se na komad 
23329,ENG30-01374767-v,"učiniti da se ( tečnost ) rasprska , naročito upotreba velik sila "
23330,ENG30-01387493-v,šta glatkoća ometati 
23331,ENG30-01390616-v,postaviti između dva površina i primeniti težina ili pritisak 
23332,ENG30-01390833-v,pritisnuti i izglačati zagrejan pegla 
23333,ENG30-01393714-v,počistiti metla ili kao metla 
23334,ENG30-01399576-v,udarati opetovano ( deo sopstven telo ) kao potaknuti snažan osećanje ili u pratnja muzika 
23335,ENG30-01414626-v,"snažno udariti ruka , pesnica ili neki težak instrument "
23336,ENG30-01416539-v,udarati čekić ili kao čekić 
23337,ENG30-01416871-v,"udariti sa nešto ravan , poput reket ili otvoren šaka "
23338,ENG30-01424456-v,"zagrljaj , obično ljubazan "
23339,ENG30-01425892-v,maziti ili nežno milovati 
23340,ENG30-01426153-v,"poljubiti , zagrliti ili maziti s seksualan strast "
23341,ENG30-01430452-a,"koji dolaziti do zaključak rezonovanje ili argument , a ne intuicija "
23342,ENG30-01434140-v,ko pratiti biti 
23343,ENG30-01434278-v,"ukloniti sa određenog mesto , okruženje ili iz kakav mentalan ili emocionalan raspoloženje ; preneti na nov lokacija ili prevesti u kakav drugi raspoloženje "
23344,ENG30-01444022-a,"koji se odnositi na glas ( naročito samoglasnik ) relativno dug trajanje ( na primer , samoglasnik u engleski reč ` bat ` , ` beat ` , ` bit ` , ` boat ` , ` boot ` ) "
23345,ENG30-01444230-a,"koji se odnositi na glas ( naročito samoglasnik ) relativno kratak trajanje ( na primer , samoglasnik u engleski reč ' pat ' , ' pet ' , ' Pit ` , ` pot ` , putt ` ) "
23346,ENG30-01455184-v,podignuti ili zavitlati kakav mehanički pomoću ili kao kakav mehanički pomoću 
23347,ENG30-01462928-v,izviti zajedno ili isprepletati u zbunjujući masa 
23348,ENG30-01463520-v,izvući iz kakav zamršenost 
23349,ENG30-01466733-v,uništiti kakav raspored ili redosled 
23350,ENG30-01471002-a,"velik po broj , veličina ili količina "
23351,ENG30-01475953-v,šta osloboditi ili s on kakav zapreka ukloniti 
23352,ENG30-01478603-v,? become Or cause taj become obstructed 
23353,ENG30-01479545-v,zagušiti mulj 
23354,ENG30-01480469-v,uzeti i zadržati 
23355,ENG30-01481819-v,na koji mesto postaviti biti ( kao o kuk okačiti ) 
23356,ENG30-01487927-v,skloniti kakav teret ; koji osloboditi teret 
23357,ENG30-01489332-v,oduzeti kakav zaduženje od koji 
23358,ENG30-01501347-v,staviti seme u ili na ( zemlja ) 
23359,ENG30-01514655-v,pokrenuti sila 
23360,ENG30-01514887-v,staviti u voda 
23361,ENG30-01516534-v,"koji na kakav radnja ili kakav stanje prisiliti ili ga da kakav radnja vršiti ili u kakav stanje da biti sprečiti , biti fizički biti metaforički "
23362,ENG30-01526290-v,raditi ili funkcionisati 
23363,ENG30-01532434-v,ukloniti u tok čišćenje 
23364,ENG30-01533442-v,očistiti i urediti kuća 
23365,ENG30-01535742-v,"oprati od neželjen supstanca , kao što jesam prljavština "
23366,ENG30-01536344-v,odvojiti prljavština ili šljunak od ( plemenit mineral ) 
23367,ENG30-01541579-v,uzrokovati ili dozvoliti da ( kakav čvrst supstanca ) teći ili isteći ili preteći 
23368,ENG30-01542207-v,uzrokovati ili dozvoliti da ( tečan supstanca ) teći ili isticati iz kakav posuda 
23369,ENG30-01602318-v,staviti ili održati u ravnoteža 
23370,ENG30-01609287-v,primeniti sila tako da se izazvati kretanje prema izvor kretanje 
23371,ENG30-01611516-v,pustiti ili uzrokovati da šta kapati 
23372,ENG30-01619014-v,"šta praviti ili dizajnirati , često na odrediti način "
23373,ENG30-01619231-v,lišiti određenih karakteristika 
23374,ENG30-01619929-v,"ukinuti , šta uništenje ili opoziv uzrokovati "
23375,ENG30-01627105-v,koristiti računarski program za prevođenje izvoran kod napisan na određenom programski jezik u računarski čitljiv mašinski kod koji se moći izvršiti 
23376,ENG30-01627355-v,učiniti da nešto početi da postojati 
23377,ENG30-01627947-v,postepeno stvarati 
23378,ENG30-01636008-v,za mentalan slika o nešto što jesam nevidljiv ili apstraktan 
23379,ENG30-01643464-v,biti zaokupiti crtanje 
23380,ENG30-01649031-a,koji jesam sasvim izrasti 
23381,ENG30-01650581-a,"uskladištiti u centralni računar , kontrolisati od on ili u direktan komunikacija sa on "
23382,ENG30-01657977-v,šta razdvojiti u njegov sastavni deo 
23383,ENG30-01660386-v,formirati u brežuljak 
23384,ENG30-01673891-v,"stvoriti komad tkanina prepletanje niti tkanina , kao što jesam vuna ili pamuk "
23385,ENG30-01685601-v,biti angažovati u izgradnja 
23386,ENG30-01699896-v,napisati ili izgvoriti slovo koji zajedno činiti kakav konvencionalan prihvaćen sled ( reč ili deo reč ) 
23387,ENG30-01718952-v,"kontrolisati funkcija , proces ili stvaranje pomoću računar "
23388,ENG30-01722077-v,"pretvarati se da jesam neki drugi u okvir igra ili kakav drugi , igra sličan , aktivnost "
23389,ENG30-01724459-v,ponavljati ( npr . melodija ) 
23390,ENG30-01726879-v,kakav ritam opetovanim udarac proizvoditi 
23391,ENG30-01740608-v,"? work land as by ploughing , harrowing , and manuring , in order taj Make it ready for cultivation "
23392,ENG30-01741446-v,pripremiti za usev 
23393,ENG30-01741864-v,"probijati i prevrtati zemlja , naročito plug "
23394,ENG30-01747717-v,napisati računarski program 
23395,ENG30-01751940-a,( o jezik ) koji nemati čistoća ili elegancija 
23396,ENG30-01752792-a,koji sadržati greška ili izmena 
23397,ENG30-01755504-v,prikupiti i zapaliti materijal za 
23398,ENG30-01771390-v,izazivati simpatija ili saosećanje u koji 
23399,ENG30-01776952-v,voleti 
23400,ENG30-01788733-v,osećati se veoma iritirati ili ljutito 
23401,ENG30-01798936-v,ne ispunjavati čiji nada ili očekivanje 
23402,ENG30-01803380-v,uporno uznemiravati 
23403,ENG30-01815628-v,dati zadovoljstvo koji ili koji prijatan biti 
23404,ENG30-01817574-v,"koji zadovoljiti ili šarmirati , obično da biti se na on uticati "
23405,ENG30-01820302-v,od šta izvoditi ili primati zadovoljstvo ; dobijati zadovoljstvo od šta ; u šta uživati 
23406,ENG30-01821884-v,uzrokovati da koji biti dosadno 
23407,ENG30-01838651-v,"lagano se pomerati , kao da visiti "
23408,ENG30-01842068-v,pokrenuti se brzo ili iznenadno 
23409,ENG30-01847676-v,"voziti se preko , duž i kroz šta "
23410,ENG30-01847845-v,putovanje preko ( kopnen ili morski površ ) avion 
23411,ENG30-01848465-v,pomeriti se da biti napraviti mesto za neki ili za nešto 
23412,ENG30-01848718-v,udaljavati se s koji mesto u drugi pravac 
23413,ENG30-01849746-v,vreme se približavati 
23414,ENG30-01874568-v,staviti da plutati 
23415,ENG30-01874875-v,uzrokovati da šta struja biti poneseno 
23416,ENG30-01876028-v,uzrokovati da se šta kretati napred i nazad 
23417,ENG30-01879579-v,kretati se sa ili kao sa stalno alternirajućim pokret 
23418,ENG30-01880673-v,šta poručivati udaranje ( npr . prst ili palica ) 
23419,ENG30-01882170-v,"šetati se ; krenuti u šetnja , šetati se iz zadovoljstvo "
23420,ENG30-01902568-n,čvrst prirodan obloga neki organizam 
23421,ENG30-01902750-n,"čvrst , manje-više krut zaštitni obao životinja ili biljka "
23422,ENG30-01904120-v,kretati se unazad i od šta se udaljavati 
23423,ENG30-01906823-v,šetati se 
23424,ENG30-01907076-v,pratiti ili otpratiti 
23425,ENG30-01909812-v,preći na drugi strana šta 
23426,ENG30-01912893-v,preći ili pokriti hodanje 
23427,ENG30-01920048-v,smestiti u datoteka 
23428,ENG30-01925694-v,odlutati sa direktan putanja ili nasumično 
23429,ENG30-01930874-v,upravljati vozilo ili ga kontrolisati 
23430,ENG30-01959776-v,hodati određenim korak 
23431,ENG30-01972298-v,preći u slobodan pad pod uticaj gravitacija 
23432,ENG30-01973823-a,koji imati isti predački jezik 
23433,ENG30-01976957-n,biti sa deset noga koji imati oči na kratak stalak i širok ravan oklop sa mali abdomen preklopljen ispod grudni koš i klešta 
23434,ENG30-01982646-a,koji imati dobar reputacija 
23435,ENG30-01982957-a,"koji imati izvrstan reputacija , poštovati "
23436,ENG30-01983162-a,koji zasluživati uvažavanje i poštovanje 
23437,ENG30-01983797-a,"koji nedostajati ugled u karakter , ponašanje ili izgled "
23438,ENG30-01984252-a,koji jesam iz nepravedan razlog na loš glas 
23439,ENG30-01984411-a,koji imati izuzetno loš reputacija 
23440,ENG30-01984669-a,sumnjiv ukus ili moral 
23441,ENG30-01984902-v,sesti 
23442,ENG30-01985029-v,preći u ležeći položaj 
23443,ENG30-01985923-v,pasti ili se spustiti na nizak mesto ili nivo 
23444,ENG30-01989562-v,uzrokovati da šta puknuti 
23445,ENG30-01994442-v,"povući nazad , pomeriti ustranu ili unazad "
23446,ENG30-01995211-v,"donositi , uzeti ili izvući iz kontejner ili ispod kakav poklopac "
23447,ENG30-01997119-v,putovati unazad 
23448,ENG30-01997512-v,učiniti da šta unazad krenuti 
23449,ENG30-01999218-v,biti ispred ( drugi ) u vreme ili prostor 
23450,ENG30-02006573-v,stignuti kamo i ukrcati se 
23451,ENG30-02009200-v,ostati iza 
23452,ENG30-02016062-v,"ostaviti vozilo , avion itd . "
23453,ENG30-02018049-v,"ući u ( voz , autobus , brod , letelica itd ) "
23454,ENG30-02018372-v,stignuti gde na vreme 
23455,ENG30-02021532-v,stignuti na vreme 
23456,ENG30-02023107-v,sresti se 
23457,ENG30-02033295-v,naglo zaokrenuti ; iznenada promeniti smer 
23458,ENG30-02035781-v,ispraviti ; ravan učiniti 
23459,ENG30-02052476-v,uzrokovati da šta proći 
23460,ENG30-02055267-v,brzo se i nasilno kretati 
23461,ENG30-02056466-v,prisiljavati da otići ili izbacivati 
23462,ENG30-02058590-v,ne žuriti se ; nastupati polako 
23463,ENG30-02060792-v,biti difuzan 
23464,ENG30-02062670-a,sličan ili uporediv prema vrsta ili kvalitet ili količina ili stepen 
23465,ENG30-02069888-v,"teći , proticati , isticati ili se gubiti "
23466,ENG30-02071142-v,padati u kap 
23467,ENG30-02079933-v,prenositi ili poslužiti kao medij za prenos 
23468,ENG30-02081578-v,odlaziti i koji ne povesti sa sebe 
23469,ENG30-02089420-v,prouzrokovati da se šta kretati oko svoj centar kako biti se drugi strana moći videti 
23470,ENG30-02089984-v,prouzrokovati kretanje ili okretanje 
23471,ENG30-02090435-v,uzrokovati da se šta kretati duž kakav osa ili u drugi pravac 
23472,ENG30-02091165-v,ići određenim korak 
23473,ENG30-02092309-v,uzrokovati da se koji životinja brzo kretati 
23474,ENG30-02099774-a,star ; višeg rang ; sa dug trajanje mandat ili služba 
23475,ENG30-02100031-a,"koristiti se za star od dva osoba isti ime , posebno da biti se napraviti razlika između otac od sin "
23476,ENG30-02100236-a,star od dvojica dečak sa isti prezime 
23477,ENG30-02100566-a,koji imati viši čin 
23478,ENG30-02100709-a,mlad ; nizak rang ; sa kratak trajanje mandat ili služba 
23479,ENG30-02100968-a,nizak rang ili status 
23480,ENG30-02101240-a,mlad od dvojica dečak sa isti prezime 
23481,ENG30-02101382-a,"koji se koristiti za mlaue od dva osoba isti ime , posebno da se istaknuti razlika između sin i otac "
23482,ENG30-02101789-v,koristiti računarski miš za pomeranje ikonica na ekran i biranje komanda iz meni 
23483,ENG30-02102398-v,sesti u vozilo i kontrolisati ga 
23484,ENG30-02102840-v,ići indirektan ruta ili bez podešen tempo 
23485,ENG30-02103162-v,"uzrokovati da šta krenuti u određenom pravac vršenje sila , fizički ili u apstraktan smisao "
